"Service Layer ID","feature desc","PMAID"
"33","Play Area","288"
"33","Play Area","289"
"33","Play Area","293"
"33","Play Area","297"
"33","Play Area","303"
"33","Play Area","304"
"33","Play Area","307"
"33","Play Area","309"
"33","Play Area","310"
"33","Play Area","3102"
"33","Play Area","3117"
"33","Play Area","314"
"33","Play Area","3158"
"33","Play Area","316"
"33","Play Area","317"
"33","Play Area","318"
"33","Play Area","319"
"33","Play Area","321"
"33","Play Area","323"
"33","Play Area","329"
"33","Play Area","330"
"33","Play Area","331"
"33","Play Area","340"
"33","Play Area","342"
"33","Play Area","345"
"33","Play Area","347"
"33","Play Area","350"
"33","Play Area","351"
"33","Play Area","352"
"33","Play Area","353"
"33","Play Area","357"
"33","Play Area","361"
"33","Play Area","363"
"33","Play Area","364"
"33","Play Area","367"
"33","Play Area","369"
"33","Play Area","370"
"33","Play Area","371"
"33","Play Area","373"
"33","Play Area","376"
"33","Play Area","378"
"33","Play Area","379"
"33","Play Area","380"
"33","Play Area","381"
"33","Play Area","382"
"33","Play Area","387"
"33","Play Area","3881"
"33","Play Area","3894"
"33","Play Area","390"
"33","Play Area","391"
"33","Play Area","3913"
"33","Play Area","393"
"33","Play Area","394"
"33","Play Area","3941"
"33","Play Area","395"
"33","Play Area","397"
"33","Play Area","3972"
"33","Play Area","398"
"33","Play Area","3985"
"33","Play Area","3987"
"33","Play Area","399"
"33","Play Area","3996"
"33","Play Area","400"
"33","Play Area","4002"
"33","Play Area","401"
"33","Play Area","402"
"33","Play Area","403"
"33","Play Area","406"
"33","Play Area","408"
"33","Play Area","409"
"33","Play Area","410"
"33","Play Area","414"
"33","Play Area","4158"
"33","Play Area","4167"
"33","Play Area","418"
"33","Play Area","419"
"33","Play Area","4201"
"33","Play Area","422"
"33","Play Area","423"
"33","Play Area","4242"
"33","Play Area","4243"
"33","Play Area","4263"
"33","Play Area","428"
"33","Play Area","429"
"33","Play Area","431"
"33","Play Area","433"
"33","Play Area","435"
"33","Play Area","436"
"33","Play Area","438"
"33","Play Area","439"
"33","Play Area","440"
"33","Play Area","4408"
"33","Play Area","4416"
"33","Play Area","4419"
"33","Play Area","4421"
"33","Play Area","4425"
"33","Play Area","4426"
"33","Play Area","4428"
"33","Play Area","444"
"33","Play Area","4441"
"33","Play Area","4450"
"33","Play Area","4454"
"33","Play Area","446"
"33","Play Area","4463"
"33","Play Area","4468"
"33","Play Area","4469"
"33","Play Area","4486"
"33","Play Area","449"
"33","Play Area","450"
"33","Play Area","452"
"33","Play Area","456"
"33","Play Area","457"
"33","Play Area","458"
"33","Play Area","460"
"33","Play Area","461"
"33","Play Area","463"
"33","Play Area","464"
"33","Play Area","467"
"33","Play Area","468"
"33","Play Area","482"
"33","Play Area","483"
"33","Play Area","488"
"33","Play Area","496"
"33","Play Area","497"
"33","Play Area","499"
"33","Play Area","763"
"9","Restrooms","1104"
"9","Restrooms","114"
"9","Restrooms","240"
"9","Restrooms","242"
"9","Restrooms","243"
"9","Restrooms","249"
"9","Restrooms","250"
"9","Restrooms","251"
"9","Restrooms","286"
"9","Restrooms","288"
"9","Restrooms","292"
"9","Restrooms","293"
"9","Restrooms","297"
"9","Restrooms","303"
"9","Restrooms","307"
"9","Restrooms","310"
"9","Restrooms","3102"
"9","Restrooms","314"
"9","Restrooms","317"
"9","Restrooms","319"
"9","Restrooms","329"
"9","Restrooms","331"
"9","Restrooms","345"
"9","Restrooms","347"
"9","Restrooms","350"
"9","Restrooms","352"
"9","Restrooms","353"
"9","Restrooms","361"
"9","Restrooms","367"
"9","Restrooms","369"
"9","Restrooms","370"
"9","Restrooms","371"
"9","Restrooms","376"
"9","Restrooms","378"
"9","Restrooms","380"
"9","Restrooms","3881"
"9","Restrooms","3887"
"9","Restrooms","390"
"9","Restrooms","391"
"9","Restrooms","3917"
"9","Restrooms","393"
"9","Restrooms","3941"
"9","Restrooms","395"
"9","Restrooms","397"
"9","Restrooms","3972"
"9","Restrooms","398"
"9","Restrooms","399"
"9","Restrooms","400"
"9","Restrooms","401"
"9","Restrooms","402"
"9","Restrooms","403"
"9","Restrooms","406"
"9","Restrooms","4081"
"9","Restrooms","409"
"9","Restrooms","410"
"9","Restrooms","414"
"9","Restrooms","4154"
"9","Restrooms","418"
"9","Restrooms","419"
"9","Restrooms","422"
"9","Restrooms","423"
"9","Restrooms","4263"
"9","Restrooms","428"
"9","Restrooms","429"
"9","Restrooms","431"
"9","Restrooms","433"
"9","Restrooms","435"
"9","Restrooms","439"
"9","Restrooms","440"
"9","Restrooms","4408"
"9","Restrooms","444"
"9","Restrooms","445"
"9","Restrooms","446"
"9","Restrooms","4486"
"9","Restrooms","4487"
"9","Restrooms","449"
"9","Restrooms","450"
"9","Restrooms","452"
"9","Restrooms","455"
"9","Restrooms","456"
"9","Restrooms","457"
"9","Restrooms","458"
"9","Restrooms","460"
"9","Restrooms","463"
"9","Restrooms","464"
"9","Restrooms","468"
"9","Restrooms","483"
"9","Restrooms","496"
"9","Restrooms","499"
"37","Skate Park","114"
"37","Skate Park","292"
"37","Skate Park","397"
"37","Skate Park","4278"
"37","Skate Park","436"
"37","Skate Park","4456"
"37","Skate Park","4461"
"37","Skate Park","4469"
"37","Skate Park","450"
"37","Skate Park","464"
"37","Skate Park","499"
"39","Soccer Fields","114"
"39","Soccer Fields","241"
"39","Soccer Fields","242"
"39","Soccer Fields","251"
"39","Soccer Fields","288"
"39","Soccer Fields","289"
"39","Soccer Fields","292"
"39","Soccer Fields","303"
"39","Soccer Fields","307"
"39","Soccer Fields","3102"
"39","Soccer Fields","316"
"39","Soccer Fields","319"
"39","Soccer Fields","329"
"39","Soccer Fields","330"
"39","Soccer Fields","340"
"39","Soccer Fields","361"
"39","Soccer Fields","371"
"39","Soccer Fields","373"
"39","Soccer Fields","376"
"39","Soccer Fields","382"
"39","Soccer Fields","3881"
"39","Soccer Fields","3887"
"39","Soccer Fields","391"
"39","Soccer Fields","3941"
"39","Soccer Fields","397"
"39","Soccer Fields","398"
"39","Soccer Fields","3984"
"39","Soccer Fields","400"
"39","Soccer Fields","402"
"39","Soccer Fields","404"
"39","Soccer Fields","406"
"39","Soccer Fields","409"
"39","Soccer Fields","410"
"39","Soccer Fields","414"
"39","Soccer Fields","418"
"39","Soccer Fields","422"
"39","Soccer Fields","4242"
"39","Soccer Fields","4263"
"39","Soccer Fields","431"
"39","Soccer Fields","435"
"39","Soccer Fields","439"
"39","Soccer Fields","444"
"39","Soccer Fields","446"
"39","Soccer Fields","4486"
"39","Soccer Fields","449"
"39","Soccer Fields","450"
"39","Soccer Fields","452"
"39","Soccer Fields","456"
"39","Soccer Fields","457"
"39","Soccer Fields","458"
"39","Soccer Fields","460"
"39","Soccer Fields","463"
"39","Soccer Fields","464"
"39","Soccer Fields","467"
"39","Soccer Fields","488"
"39","Soccer Fields","497"
"39","Soccer Fields","499"
"41","Spray Parks","114"
"41","Spray Parks","344"
"41","Spray Parks","361"
"41","Spray Parks","373"
"41","Spray Parks","390"
"41","Spray Parks","397"
"41","Spray Parks","410"
"41","Spray Parks","4278"
"41","Spray Parks","429"
"41","Spray Parks","457"
"42","Swimming Beaches","307"
"42","Swimming Beaches","347"
"42","Swimming Beaches","369"
"42","Swimming Beaches","370"
"42","Swimming Beaches","398"
"42","Swimming Beaches","419"
"42","Swimming Beaches","420"
"42","Swimming Beaches","428"
"46","Tennis Courts","114"
"46","Tennis Courts","242"
"46","Tennis Courts","251"
"46","Tennis Courts","287"
"46","Tennis Courts","288"
"46","Tennis Courts","292"
"46","Tennis Courts","307"
"46","Tennis Courts","310"
"46","Tennis Courts","3102"
"46","Tennis Courts","314"
"46","Tennis Courts","317"
"46","Tennis Courts","319"
"46","Tennis Courts","331"
"46","Tennis Courts","340"
"46","Tennis Courts","352"
"46","Tennis Courts","353"
"46","Tennis Courts","367"
"46","Tennis Courts","369"
"46","Tennis Courts","371"
"46","Tennis Courts","373"
"46","Tennis Courts","376"
"46","Tennis Courts","380"
"46","Tennis Courts","391"
"46","Tennis Courts","3941"
"46","Tennis Courts","397"
"46","Tennis Courts","3972"
"46","Tennis Courts","398"
"46","Tennis Courts","399"
"46","Tennis Courts","400"
"46","Tennis Courts","402"
"46","Tennis Courts","410"
"46","Tennis Courts","419"
"46","Tennis Courts","422"
"46","Tennis Courts","423"
"46","Tennis Courts","4242"
"46","Tennis Courts","426"
"46","Tennis Courts","428"
"46","Tennis Courts","435"
"46","Tennis Courts","438"
"46","Tennis Courts","439"
"46","Tennis Courts","4453"
"46","Tennis Courts","446"
"46","Tennis Courts","449"
"46","Tennis Courts","450"
"46","Tennis Courts","456"
"46","Tennis Courts","457"
"46","Tennis Courts","461"
"46","Tennis Courts","463"
"46","Tennis Courts","467"
"46","Tennis Courts","482"
"46","Tennis Courts","488"
"49","Track Fields","292"
"49","Track Fields","376"
"49","Track Fields","3984"
"49","Track Fields","404"
"49","Track Fields","472"
"50","Trails","0"
"50","Trails","114"
"50","Trails","234"
"50","Trails","240"
"50","Trails","243"
"50","Trails","246"
"50","Trails","258"
"50","Trails","264"
"50","Trails","265"
"50","Trails","267"
"50","Trails","269"
"50","Trails","279"
"50","Trails","282"
"50","Trails","2848"
"50","Trails","286"
"50","Trails","292"
"50","Trails","301"
"50","Trails","3023"
"50","Trails","304"
"50","Trails","310"
"50","Trails","314"
"50","Trails","316"
"50","Trails","327"
"50","Trails","347"
"50","Trails","352"
"50","Trails","361"
"50","Trails","362"
"50","Trails","365"
"50","Trails","367"
"50","Trails","370"
"50","Trails","391"
"50","Trails","392"
"50","Trails","393"
"50","Trails","398"
"50","Trails","399"
"50","Trails","404"
"50","Trails","405"
"50","Trails","408"
"50","Trails","409"
"50","Trails","411"
"50","Trails","4154"
"50","Trails","416"
"50","Trails","4167"
"50","Trails","419"
"50","Trails","420"
"50","Trails","428"
"50","Trails","432"
"50","Trails","433"
"50","Trails","4401"
"50","Trails","4413"
"50","Trails","4439"
"50","Trails","4453"
"50","Trails","451"
"50","Trails","453"
"50","Trails","460"
"50","Trails","462"
"50","Trails","463"
"50","Trails","464"
"50","Trails","465"
"50","Trails","466"
"50","Trails","468"
"50","Trails","473"
"50","Trails","483"
"54","Views","114"
"54","Views","240"
"54","Views","243"
"54","Views","246"
"54","Views","251"
"54","Views","252"
"54","Views","274"
"54","Views","2927"
"54","Views","293"
"54","Views","295"
"54","Views","2956"
"54","Views","2975"
"54","Views","303"
"54","Views","304"
"54","Views","308"
"54","Views","310"
"54","Views","311"
"54","Views","314"
"54","Views","317"
"54","Views","318"
"54","Views","320"
"54","Views","338"
"54","Views","342"
"54","Views","344"
"54","Views","347"
"54","Views","359"
"54","Views","365"
"54","Views","367"
"54","Views","369"
"54","Views","3694"
"54","Views","370"
"54","Views","375"
"54","Views","376"
"54","Views","377"
"54","Views","3889"
"54","Views","3903"
"54","Views","3917"
"54","Views","3920"
"54","Views","3923"
"54","Views","393"
"54","Views","3973"
"54","Views","398"
"54","Views","3982"
"54","Views","4000"
"54","Views","4006"
"54","Views","401"
"54","Views","4011"
"54","Views","4012"
"54","Views","4013"
"54","Views","4019"
"54","Views","4034"
"54","Views","4045"
"54","Views","405"
"54","Views","4075"
"54","Views","4082"
"54","Views","4084"
"54","Views","4159"
"54","Views","4161"
"54","Views","420"
"54","Views","421"
"54","Views","4241"
"54","Views","4242"
"54","Views","4245"
"54","Views","4263"
"54","Views","428"
"54","Views","43"
"54","Views","432"
"54","Views","433"
"54","Views","436"
"54","Views","440"
"54","Views","4400"
"54","Views","4404"
"54","Views","4412"
"54","Views","4421"
"54","Views","4422"
"54","Views","4424"
"54","Views","4426"
"54","Views","4427"
"54","Views","4433"
"54","Views","4439"
"54","Views","4441"
"54","Views","4446"
"54","Views","445"
"54","Views","4451"
"54","Views","4452"
"54","Views","4465"
"54","Views","447"
"54","Views","454"
"54","Views","455"
"54","Views","460"
"54","Views","461"
"54","Views","466"
"54","Views","475"
"54","Views","476"
"54","Views","592"
"54","Views","705"
"54","Views","763"
"54","Views","80"
"51","Volleyball Courts","243"
"51","Volleyball Courts","402"
"51","Volleyball Courts","467"
"53","Wading Pools","242"
"53","Wading Pools","250"
"53","Wading Pools","251"
"53","Wading Pools","288"
"53","Wading Pools","307"
"53","Wading Pools","3102"
"53","Wading Pools","329"
"53","Wading Pools","345"
"53","Wading Pools","378"
"53","Wading Pools","391"
"53","Wading Pools","398"
"53","Wading Pools","399"
"53","Wading Pools","400"
"53","Wading Pools","4263"
"53","Wading Pools","431"
"53","Wading Pools","444"
"53","Wading Pools","449"
"53","Wading Pools","450"
"53","Wading Pools","456"
"53","Wading Pools","458"
"53","Wading Pools","460"
"53","Wading Pools","467"
"53","Wading Pools","499"
